OBJECTID,ADRESAS,DATA,IVEDE,REDAG,REDAGD,IVEDED,x,y
1,"Ąžuolyno g 9, Vilnius, Viršuliškės",2021-12-31 22:00:00,,,,,579698.0380999995,6063895.6083
3,"Naugarduko g 3, Vilnius, Senamiestis
",2021-12-31 22:00:00,,,,,582385.9025999997,6060881.305299999
4,"Olandų g 48A, Vilnius, Rasos",2021-12-31 22:00:00,,,,,584539.7466000002,6061675.9070999995
5,"Smalinės g 5, Vilnius, Pilaitė",2021-12-31 22:00:00,,,,,576293.7532000002,6063454.2278
7,"Savanorių pr 54, Vilnius, Vilkpėdė",2021-12-31 22:00:00,,,,,580367.8737000003,6060275.000600001
8,"Minties g 5, Vilnius, Žirmūnai",2021-12-31 22:00:00,,,,,583630.5465000002,6063940.886700001
9,"Žėručio g 8, Vilnius, Lazdynai",2021-12-31 22:00:00,,,,,578162.0772000002,6060466.652899999
10,"Smolensko g 33, Vilnius, Naujamiestis",2021-12-31 22:00:00,,,,,581259.7259,6060629.574100001
11,"Čiobiškio g 31, Vilnius, Šeškinė",2021-12-31 22:00:00,,,,,579891.5911999997,6065434.7974
12,"Ateities g 77, Vilnius, Fabijoniškės",2021-12-31 22:00:00,,,,,580347.5366000002,6066916.0042
13,"Kalvarijų g 170, Vilnius, Šnipiškės",2021-12-31 22:00:00,,,,,582839.4484999999,6064503.0747
14,"Švyturio g 4, Vilnius, Antakalnis",2021-12-31 22:00:00,,,,,584839.1656999998,6064951.0046
15,"Papilėnų g 1, Vilnius, Pilaitė
",2021-12-31 22:00:00,,,,,576460.1924999999,6063562.5046
16,"Rudausių g, Vilnius",2021-12-31 22:00:00,,,,,588052.9965000004,6070564.6478
17,"S. Stanevičiaus g 42, Vilnius, Fabijoniškės",2021-12-31 22:00:00,,,,,580527.8720000004,6066027.9122
19,"D. Gerbutavičiaus g 10, Vilnius, Karoliniškės",2021-12-31 22:00:00,,,,,578063.4332999997,6062568.828500001
20,"Medeinos g 41, Vilnius, Pašilaičiai",2021-12-31 22:00:00,,,,,578664.3104999997,6066383.7004
21,"Gedvydžių g 2, Vilnius, Fabijoniškės",2021-12-31 22:00:00,,,,,579608.5286999997,6067326.302300001
22,"Viršuliškių g 18, Vilnius, Viršuliškės",2021-12-31 22:00:00,,,,,578893.3817999996,6064612.510600001
23,"Architektų g 91, Vilnius, Lazdynai",2021-12-31 22:00:00,,,,,578288.9738999996,6061242.1204
24,"Žirmūnų g 126, Vilnius, Žirmūnai",2021-12-31 22:00:00,,,,,583747.9252000004,6065892.576099999
25,"Rudaminos g 9, Vilnius, Naujininkai",2021-12-31 22:00:00,,,,,582683.1754999999,6059245.357899999
26,"Rūdninkų g 20, Vilnius",2021-12-31 22:00:00,,,,,582820.0032000002,6060711.2453000005
27,"Gerosios Vilties g 44, Vilnius, Vilkpėdė",2021-12-31 22:00:00,,,,,580669.8227000004,6059743.931700001
28,"Ūmėdžių g 96, Vilnius, Vilkpėdė",2021-12-31 22:00:00,,,,,578070.4199000001,6056713.069499999
29,"Taikos g 155, Vilnius, Justiniškės",2021-12-31 22:00:00,,,,,578236.8947999999,6065032.8972
30,"Gedvydžių g, Vilnius",2021-12-31 22:00:00,,,,,579926.6128000002,6067745.335200001
31,"Žirmūnų g 76, Vilnius, Žirmūnai",2021-12-31 22:00:00,,,,,583859.9571000002,6065951.1668
32,"M. Daukšos g 15, Vilnius, Senamiestis",2021-12-31 22:00:00,,,,,583565.9184999997,6060534.5737
33,"Žygio g 3, Vilnius, Žirmūnai",2021-12-31 22:00:00,,,,,583164.7797999997,6063933.9955
34,"Olandų g 57, Vilnius, Senamiestis",2021-12-31 22:00:00,,,,,584765.8606000002,6061450.3686
35,"Justiniškių g, Vilnius",2021-12-31 22:00:00,,,,,578553.744,6063720.918099999
36,"Totorių g 8, Vilnius, Senamiestis",2021-12-31 22:00:00,,,,,582681.0756999999,6061772.8791000005
37,"P. Žadeikos g 24, Vilnius, Fabijoniškės",2021-12-31 22:00:00,,,,,579976.0020000003,6067115.5243999995
38,"Gedimino pr 14, Vilnius, Senamiestis",2021-12-31 22:00:00,,,,,582581.5527999997,6061885.7004
39,"S. Stanevičiaus g 108, Vilnius, Fabijoniškės",2021-12-31 22:00:00,,,,,580783.1584999999,6066825.4143
40,"Sodų g 22, Vilnius, Naujamiestis",2021-12-31 22:00:00,,,,,582690.9583999999,6060154.982100001
41,"Linksmoji g 57, Vilnius, Naujoji Vilnia",2021-12-31 22:00:00,,,,,592030.5510999998,6061619.9333999995
42,"Kernavės g 88, Vilnius, Šnipiškės",2021-12-31 22:00:00,,,,,582180.7326999996,6064722.8741
44,"T. Kosciuškos g 10, Vilnius, Senamiestis",2021-12-31 22:00:00,,,,,583604.7521000002,6062408.9055
45,"Papilėnų g 17, Vilnius, Pilaitė",2021-12-31 22:00:00,,,,,576460.5334000001,6064118.645099999
46,"Didlaukio g 70, Vilnius, Verkiai",2021-12-31 22:00:00,,,,,581885.1742000002,6066554.7311
47,"Erfurto g 41, Vilnius, Lazdynai",2021-12-31 22:00:00,,,,,577302.5193999996,6060199.9036
48,"Žirmūnų g 136, Vilnius, Žirmūnai",2021-12-31 22:00:00,,,,,583633.1920999996,6065954.0975
49,"L. Asanavičiūtės g 38, Vilnius, Karoliniškės",2021-12-31 22:00:00,,,,,578185.6072000004,6062369.907
50,"A. Mickevičiaus g 33, Vilnius, Žvėrynas",2021-12-31 22:00:00,,,,,580468.3463000003,6062190.5978999995
51,"Nemenčinės pl 8, Vilnius, Antakalnis",2021-12-31 22:00:00,,,,,585194.6295999996,6066258.2224
52,"Ateities g 11, Vilnius, Verkiai",2021-12-31 22:00:00,,,,,581521.5152000003,6067522.8725000005
53,"Sėlių g 43, Vilnius, Žvėrynas",2021-12-31 22:00:00,,,,,580269.3635,6063209.4507
54,"Viršuliškių g 73, Vilnius, Viršuliškės",2021-12-31 22:00:00,,,,,578990.4578,6064076.7709
55,"Alytaus g 7, Vilnius, Naujininkai",2021-12-31 22:00:00,,,,,583173.0722000003,6059281.623500001
56,"Parko g 18, Vilnius, Naujoji Vilnia",2021-12-31 22:00:00,,,,,591475.7055000002,6061976.445699999
57,"L. Asanavičiūtės g 29A, Vilnius, Karoliniškės",2021-12-31 22:00:00,,,,,578398.2368999999,6062600.141899999
58,"Geležinio Vilko g 27, Vilnius, Vilkpėdė",2021-12-31 22:00:00,,,,,580163.9641000004,6060499.4914
59,"Maudyklos g 19, Vilnius, Antakalnis",2021-12-31 22:00:00,,,,,583558.5981000001,6067769.919299999
60,"Kernavės g 25, Vilnius, Šnipiškės",2021-12-31 22:00:00,,,,,582258.5848000003,6063955.401799999
61,"Nemenčinės pl 14, Vilnius, Antakalnis",2021-12-31 22:00:00,,,,,585309.0175999999,6066318.7729
62,"Karaliaučiaus g 5B, Vilnius, Pilaitė",2021-12-31 22:00:00,,,,,575581.2110000001,6063819.0276
63,"Minties g 30, Vilnius, Žirmūnai",2021-12-31 22:00:00,,,,,583615.4093000004,6063862.591399999
64,"Uosių Sodų 28-oji g 3, Vilnius, Naujoji Vilnia",2021-12-31 22:00:00,,,,,589571.4018999999,6063608.984999999
65,"Architektų g 178, Vilnius, Lazdynai",2021-12-31 22:00:00,,,,,578494.2569000004,6061325.643100001
66,"A. Kojelavičiaus g 149, Vilnius, Naujoji Vilnia",2021-12-31 22:00:00,,,,,590873.5312999999,6062932.2092
67,"V. Sirokomlės g 19, Vilnius, Naujoji Vilnia",2021-12-31 22:00:00,,,,,590689.8934000004,6062299.679400001
68,"Taikos g 70, Vilnius, Justiniškės",2021-12-31 22:00:00,,,,,578410.5379999997,6065661.203
69,"Krakiškių g, Vilnius
",2021-12-31 22:00:00,,,,,586262.6841000002,6072515.2739
70,"Dzūkų g 25, Vilnius, Naujininkai",2021-12-31 22:00:00,,,,,582529.9025999997,6059418.9088
71,"Erfurto g 6, Vilnius, Lazdynai
",2022-01-06 22:00:00,,,,,578272.3985000001,6060760.724300001
73,"Bazilijonų g 3, Vilnius, Senamiestis",2022-01-06 22:00:00,,,,,583051.2460000003,6060497.9024
74,"Taikos g 24, Vilnius, Justiniškės",2022-01-06 22:00:00,,,,,579027.5146000003,6065417.2256000005
75,"Kalvarijų g, Vilnius
",2022-01-06 22:00:00,,,,,582475.9170000004,6066206.933
76,"Smolensko g 5, Vilnius, Naujamiestis",2022-01-06 22:00:00,,,,,581333.2006999999,6059867.3268
77,"V. Smakausko g. 29, 14188, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.",2022-01-13 22:00:00,,,,,577543.2309999997,6069225.266799999
78,"Pergalės g. 15, 14163, Zujūnų sen., Zujūnų k., Vilniaus r. sav., Vilniaus apskr.",2022-01-13 22:00:00,,,,,575932.8742000004,6065958.857000001
79,"Dvarčionių Sodų 3-ioji g. 4, 10234, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.",2022-01-13 22:00:00,,,,,588637.3438999997,6066502.0287
80,"Zarasų g. 5A, 01205, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.",2022-01-13 22:00:00,,,,,584650.2242999999,6061325.394099999
81,"Gelvadiškių Sodų 6-oji g. 16, 10106, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.",2022-01-13 22:00:00,,,,,587466.5000999998,6069741.2819
82,"D. Poškos g. 57, 08114, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.",2022-01-13 22:00:00,,,,,580313.6155000003,6062626.315199999
83,"Architektų g. 28, 04120, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.
",2022-01-13 22:00:00,,,,,578370.7531000003,6060418.2225
84,"Žygio g. 18, 08232, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.",2022-01-13 22:00:00,,,,,583363.8366999999,6063957.5337000005
85,"A. Vivulskio g. 41, 03114, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.",2022-01-20 22:00:00,,,,,581233.8716000002,6060871.1789
86,"Konstitucijos pr. 29, 08105, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.
",2022-01-20 22:00:00,,,,,581520.3947000001,6063245.373400001
87,"Laisvės pr. 123, 06118, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.",2022-01-20 22:00:00,,,,,579524.9287,6066356.493799999
88,"Salininkų g. 147, 02201, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.",2022-01-20 22:00:00,,,,,580741.9824999999,6052868.6325
89,"Žolyno g. 11D, 10209, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.",2022-01-20 22:00:00,,,,,585086.0258,6064593.858100001
90,"S. Skapo g. 3, 01122, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.",2022-01-20 22:00:00,,,,,583026.4446999999,6061587.385299999
91,"Geležinkelio . 16, 02100, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.
",2022-01-20 22:00:00,,,,,582829.6804999998,6060091.036
93,"Konstitucijos pr. 7A, 09308, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.",2022-01-20 22:00:00,,,,,582280.0294000003,6062916.9615
94,"Laisvės pr. 4, 04342, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.
",2022-01-20 22:00:00,,,,,578676.6305999998,6063036.823899999
95,"A. Stulginskio gatvė, 01115, Vilnius, Naujamiestis, Vilniaus Miesto savivaldybė, Vilniaus Apskritis",2022-01-20 22:00:00,,,,,582217.1730000004,6062011.7914
96,"Tuskulėnų g. 23, 09218, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.",2022-01-20 22:00:00,,,,,583311.7046999997,6063472.3344
97,"Savanorių pr. 37, 03129, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.",2022-01-20 22:00:00,,,,,580346.2851999998,6060470.239
98,"Geležinkelio g. 16, 02100, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.",2022-01-20 22:00:00,,,,,582845.4175000004,6060099.7861
99,"S. Stanevičiaus g. 11, 07134, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.",2022-01-20 22:00:00,,,,,581115.8102000002,6065816.5287999995
100,"J. Balčikonio g. 3, 08247, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.",2022-01-20 22:00:00,,,,,582797.1697000004,6065492.6581
101,"Kapsų g. 9, 02169, Vilniaus m., Vilniaus m. sav., Vilniaus apskr.",2022-01-20 22:00:00,,,,,582423.9631000003,6059014.117000001
102,"VILNIAUS G. 63, Grigiškės",2022-01-27 22:00:00,,,,,570985.2834999999,6059866.345000001
103,"Rinktinės g, Vilnius",2022-01-27 22:00:00,,,,,583071.4211999997,6062205.684800001
502,"Buivydiškių g, Vilnius",2022-01-27 22:00:00,,,,,579325.8454999998,6065098.0645
503,"Maironio g 1, Vilnius, Senamiestis",2022-01-27 22:00:00,,,,,583370.1758000003,6061704.5701
504,"Žemynos g 11, Vilnius, Pašilaičiai",2022-01-27 22:00:00,,,,,579292.7396999998,6065971.2097
505,"Nugalėtojų g 21B, Vilnius, Antakalnis",2022-01-27 22:00:00,,,,,586502.8888999997,6067124.850099999
506,"Vydūno g 17, Vilnius, Pilaitė",2022-01-27 22:00:00,,,,,576271.1035000002,6064057.920399999
507,"Taikos g 104, Vilnius, Justiniškės",2022-01-27 22:00:00,,,,,578247.2659999998,6065302.975199999
508,"Dariaus ir Girėno g 5C, Vilnius, Naujininkai",2022-01-27 22:00:00,,,,,582084.2846999997,6059205.7228999995
509,"Taikos g 57, Vilnius, Justiniškės",2022-01-27 22:00:00,,,,,578897.5071999999,6065672.3552
510,"Medeinos g 27, Vilnius, Pašilaičiai",2022-01-27 22:00:00,,,,,578770.9335000003,6066199.538699999
511,"Antakalnio g 72, Vilnius, Antakalnis",2022-01-27 22:00:00,,,,,584661.909,6064489.7729
512,"Erfurto g 14, Vilnius, Lazdynai",2022-01-27 22:00:00,,,,,578252.7259999998,6060721.5626
513,"S. Nėries g 81, Vilnius, Fabijoniškės",2022-01-27 22:00:00,,,,,579239.1733999997,6068003.833900001
514,"Parko g 22, Vilnius, Naujoji Vilnia
",2022-01-27 22:00:00,,,,,591595.0800000001,6061984.982899999
515,"Mėnulio g 7, Vilnius, Karoliniškės",2022-01-27 22:00:00,,,,,578425.6947999997,6063153.3178
516,"Arimų g 35, Vilnius, Naujoji Vilnia",2022-01-27 22:00:00,,,,,592304.2844000002,6063758.7641
517,"Žolyno g 36, Vilnius, Antakalnis",2022-01-27 22:00:00,,,,,585725.9532000003,6064377.0868999995
518,"S. Stanevičiaus g 12, Vilnius, Fabijoniškės",2022-01-27 22:00:00,,,,,580669.9278999995,6065805.970899999
519,"Fabijoniškių g 11, Vilnius, Fabijoniškės",2022-01-27 22:00:00,,,,,580368.4263000004,6065849.066299999
521,"Saulėtekio al 43, Vilnius, Antakalnis",2022-01-27 22:00:00,,,,,586447.2027000003,6066243.3222
522,"Antakalnio g 102, Vilnius, Antakalnis",2022-01-27 22:00:00,,,,,584786.5668000001,6065111.1282
523,"Lukiškių a, Vilnius",2022-01-27 22:00:00,,,,,581922.1939000003,6062179.208799999
524,"Erfurto g 29, Vilnius, Lazdynai",2022-01-27 22:00:00,,,,,577548.6786000002,6060465.039899999
525,"Justiniškių g 56, Vilnius, Justiniškės",2022-01-27 22:00:00,,,,,578575.6957,6065082.182700001
526,"Taikos g 187, Vilnius, Justiniškės",2022-02-03 22:00:00,,,,,578138.7016000003,6064801.620999999
527,"Fabijoniškių g 41, Vilnius, Fabijoniškės",2022-02-03 22:00:00,,,,,580300.8948999997,6066007.3552
528,"Vilniaus g 39, Vilnius, Senamiestis",2022-02-03 22:00:00,,,,,582539.6697000004,6061359.2411
529,"Labdarių g 5, Vilnius, Senamiestis",2022-02-03 22:00:00,,,,,582581.4770999998,6061704.2367
530,"Laisvės pr 77, Vilnius, Pašilaičiai
",2022-02-03 22:00:00,,,,,579502.5215999996,6065827.563999999
531,"Ukmergės g 224, Vilnius, Šeškinė",2022-02-03 22:00:00,,,,,580188.1235999996,6065284.0921
532,"V. Vaitkaus g 1, Vilnius, Karoliniškės",2022-02-03 22:00:00,,,,,578916.3337000003,6063062.286800001
533,"Gelvadiškių g 6, Vilnius, Antakalnis",2022-02-03 22:00:00,,,,,587122.7890999997,6069224.906400001
534,"Dzūkų g 34, Vilnius, Naujininkai",2022-02-03 22:00:00,,,,,582972.9265999999,6059515.511
535,"Paberžės g 16, Vilnius, Šeškinė",2022-02-03 22:00:00,,,,,580760.7422000002,6065263.7424
536,"Didlaukio g 23, Vilnius, Verkiai",2022-02-03 22:00:00,,,,,582036.3558,6066677.649599999
537,"Vydūno g 17A, Vilnius, Pilaitė",2022-02-03 22:00:00,,,,,576054.8157000002,6064034.156300001
538,"Romuvos g 54, Vilnius, Verkiai",2022-02-03 22:00:00,,,,,586818.1763000004,6072857.863299999
539,"Laisvės pr 77, Vilnius, Pašilaičiai
",2022-02-03 22:00:00,,,,,579499.7304999996,6065828.5714
540,"Žemynos g 7, Vilnius, Pašilaičiai",2022-02-03 22:00:00,,,,,579240.6425999999,6066118.5898
541,"Erfurto g 35, Vilnius, Lazdynai",2022-02-03 22:00:00,,,,,577410.1391000003,6060323.2466
542,"Filaretų g 29, Vilnius, Rasos",2022-02-03 22:00:00,,,,,584470.2704999996,6061727.345000001
543,"L. Asanavičiūtės g 38, Vilnius, Karoliniškės",2022-02-10 22:00:00,,,,,578174.5185000002,6062378.717
544,"Gedimino pr 6, Vilnius, Senamiestis",2022-02-10 22:00:00,,,,,582727.5993999997,6061869.578199999
545,"Adutiškio g 5A, Vilnius, Naujininkai",2022-02-10 22:00:00,,,,,582986.0105999997,6059702.7917
546,"Rūdninkų g 4, Vilnius, Senamiestis",2022-02-10 22:00:00,,,,,582942.9672999997,6060874.4202
547,"Žirmūnų g 91, Vilnius, Žirmūnai",2022-02-10 22:00:00,,,,,584182.3219999997,6065652.365599999
548,"Arklių g, Vilnius",2022-02-10 22:00:00,,,,,582991.0153000001,6060845.0262
549,"Žirmūnų g 2, Vilnius, Žirmūnai",2022-02-10 22:00:00,,,,,583707.5471999999,6063034.231799999
550,"Eitminų g 14, Vilnius, Pašilaičiai",2022-02-10 22:00:00,,,,,578549.5434999997,6067793.0425
551,"Miglos g 3, Vilnius, Žvėrynas",2022-02-10 22:00:00,,,,,580470.9881999996,6063699.8521
552,"Laisvės pr, Vilnius",2022-02-10 22:00:00,,,,,579032.4288999997,6063900.0283
553,"Blindžių g 19, Vilnius, Žvėrynas",2022-02-10 22:00:00,,,,,579828.8767999997,6062853.2718
554,"Gabijos g 2, Vilnius, Pašilaičiai",2022-02-10 22:00:00,,,,,579281.7130000005,6067114.4366999995
555,"Gariūnų g 49, Vilnius, Paneriai",2022-02-10 22:00:00,,,,,574899.9866000004,6058615.954299999
556,"Konstitucijos pr 12, Vilnius, Šnipiškės",2022-02-10 22:00:00,,,,,582392.4649,6062827.658
557,"Priegliaus g 10, Vilnius, Pilaitė",2022-02-10 22:00:00,,,,,576462.9937000005,6064633.7489
558,"Šiltnamių g 38, Vilnius, Lazdynai",2022-02-10 22:00:00,,,,,578468.2893000003,6059711.942299999
559,"Uosių g12, Vilnius, Naujoji Vilnia
",2022-02-10 22:00:00,,,,,590066.0062999995,6063613.2951
560,"Nemenčinės pl 220, Vilnius, Antakalnis",2022-02-10 22:00:00,,,,,589988.2264,6074602.609200001
561,"Pylimo g 58, Vilnius, Senamiestis",2022-02-10 22:00:00,,,,,582909.9730000002,6060473.315400001
562,"Sausio 13-osios g 2A, Vilnius, Karoliniškės",2022-02-10 22:00:00,,,,,578835.5795,6062646.9003
563,"Kalvarijų g 62, Vilnius, Šnipiškės",2022-02-10 22:00:00,,,,,582688.7900999999,6063465.7949
564,"Naugarduko g. 98, Vilnius, Naujamiestis",2022-11-27 22:00:00,,,,,581035.3059999999,6059831.374
565,"Sausio 13-osios g. 37, Vilnius, Karoliniškės",2022-11-27 22:00:00,,,,,578195.2598000001,6062027.6832
566,"Šeimyniškių g. 38, Vilnius, Žirmūnai",2022-11-27 22:00:00,,,,,583390.5641999999,6062881.3795
567,"Švitrigailos g. 41, Vilnius, Naujamiestis",2022-11-27 22:00:00,,,,,581667.6809999999,6059689.228700001
568,"Savanorių pr. 31, Vilnius, Vilkpėdė",2022-11-27 22:00:00,,,,,580486.9409999996,6060432.729699999
569,"Žaibo g. 7, Vilnius, Naujoji Vilnia",2022-11-27 22:00:00,,,,,576703.3885000004,6058812.7719
570,"Kirtimų g. 49, Vilnius, Paneriai",2022-11-27 22:00:00,,,,,574673.4254000001,6054459.115
571,"Pylimo g. 49, Vilnius, Senamiestis",2022-11-27 22:00:00,,,,,582843.0877999999,6060552.920399999
572,"Aušros vartų g. 7A, Vilnius, Senamiestis",2022-11-27 22:00:00,,,,,583048.6600000001,6060625.3785999995
573,"Ozo g., Vilnius, Šeškinė",2022-11-27 22:00:00,,,,,581233.8773999996,6064735.8188000005
574,"Kalvarijų g. 1, Vilnius, Šnipiškės",2022-11-27 22:00:00,,,,,582559.9556,6062538.066500001
575,"Šiaurės g. 88, Vilnius, Naujoji Vilnia",2022-11-27 22:00:00,,,,,590757.8629000001,6063652.558499999
576,"Darkiemio g. 14, Vilnius, Pilaitė",2022-11-27 22:00:00,,,,,576860.3295,6064523.290999999
577,"Ševčenkos g. 16I, Vilnius, Naujamiestis",2022-11-27 22:00:00,,,,,581632.4598000003,6060748.8037
578,"Krivūlės g. 9, Vilnius, Senamiestis",2022-11-27 22:00:00,,,,,584189.9647000004,6060904.4637
579,"V. Žalakevičiaus g., Vilnius, Antakalnis",2022-11-27 22:00:00,,,,,584885.7413999997,6066341.292099999
580,"V. Maciulevičiaus g. Vilnius, Karoliniškės",2022-11-27 22:00:00,,,,,577637.5711000003,6062064.9077
581,"Pylimo g. 61, Vilnius, Senamiestis",2022-12-04 22:00:00,,,,,582965.0191000002,6060358.0035999995
582,"J. Jasinskio g. 16A, Vilnius, Naujamiestis",2022-12-04 22:00:00,,,,,581201.0888,6061865.0986
583,"Kalvarijų g. 61, Vilnius, Šnipiškės",2022-12-04 22:00:00,,,,,582711.6862000003,6063350.6598000005
584,"Fabijoniškių g. 61, Vilnius, Fabijoniškės",2022-12-04 22:00:00,,,,,580224.3216000004,6066215.7695
585,"Trakų g. 11, Vilnius, Senamiestis",2022-12-04 22:00:00,,,,,582590.2587000001,6061170.3144000005
586,"Bokšto g. 8A, Vilnius, Senamiestis",2022-12-04 22:00:00,,,,,583260.6064999998,6061135.9026999995
587,"Viršuliškių g. 55, Vilnius, Viršuliškės",2022-12-04 22:00:00,,,,,578782.2651000004,6064126.783
588,"P. Širvio g. 14, Vilnius, Antakalnis",2022-12-04 22:00:00,,,,,584961.5871000001,6065009.178400001
589,"A. Kojelavičiaus g. 72, Vilnius, Naujoji Vilnia",2022-12-04 22:00:00,,,,,589341.6292000003,6063118.7971
590,"Viršuliškių g. 28, Vilnius, Viršuliškės",2022-12-04 22:00:00,,,,,578761.1309000002,6064424.681
591,"Žirmūnų g. 69, Vilnius, Žirmūnai",2022-12-04 22:00:00,,,,,584265.7567999996,6065465.8226
