OBJECTID,ADRESAS,DATA,IVEDE,REDAG,REDAGD,IVEDED,x,y
1165,"K. Kalinausko g. 8, Vilnius, Senamiestis",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 04:26:51,2024-01-23 04:26:17,582170.7227999996,6061435.9329
1166,"Ratnyčios g. 7, Vilnius, Šnipiškės",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 04:28:31,2024-01-23 04:27:53,582457.1401000004,6064110.0448
1167,"A. Jakšto g. 5, Vilnius, Naujamiestis",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 04:30:41,2024-01-23 04:30:08,582238.9108999996,6062124.859999999
1169,"Konstitucijos pr. 24, Vilnius, Šnipiškės",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 04:32:22,2024-01-23 04:31:50,581716.0957000004,6063142.414899999
1170,"Laisvės pr. 31, Vilnius, Karoliniškės",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 04:34:00,2024-01-23 04:33:28,578307.9058999997,6062241.7468
1171,"Architektų g. 178, Vilnius, Lazdynai",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 04:35:45,2024-01-23 04:35:09,578502.9941999996,6061347.5041000005
1172,"Pergalės g. 20, Vilnius, Naujoji Vilnia",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 04:37:24,2024-01-23 04:36:56,591038.0026000002,6062148.228800001
1173,"Rugių g. 4, Vilnius, Verkiai",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 04:38:58,2024-01-23 04:38:31,582095.7024999997,6067928.719900001
1174,"T. Ševčenkos g. 20, Vilnius, Naujamiestis",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 04:40:36,2024-01-23 04:39:55,581413.7631000001,6060755.8544
1175,"Ozo g. 25, Vilnius, Šeškinė",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 04:41:50,2024-01-23 04:41:26,581204.2034,6064499.034
1176,"Tuskulėnų g. 66, Vilnius, Žirmūnai",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 04:44:06,2024-01-23 04:43:30,583064.8561000004,6063653.7804000005
1178,"Igno Šimulionio g. 10, Vilnius, Karoliniškės",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 04:47:16,2024-01-23 04:46:45,579137.1637000004,6062856.233899999
1179,"Erfurto g. 10-19, Vilnius, Lazdynai",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:02:25,2024-01-23 05:01:54,578039.9841,6060773.7543
1180,"Taikos g. 28, Vilnius, Justiniškės",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:03:36,2024-01-23 05:03:12,578893.341,6065496.5441
1181,"Apkasų g. (Žalgirio g.), Vilnius, Žirmūnai",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:05:03,2024-01-23 05:04:32,583018.9797,6063787.6132
1182,"Lvivo g. 38A, Vilnius, Šnipiškės",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:06:18,2024-01-23 05:05:49,582184.6299,6063077.211300001
1183,"Žygio g. (S. Žukausko g.), Vilnius, Žirmūnai",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:07:36,2024-01-23 05:06:59,583352.3378999997,6064271.559900001
1184,"Parko g. 32, Vilnius, Naujoji Vilnia",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:09:01,2024-01-23 05:08:32,591883.5729,6062054.758400001
1185,"Žemynos g. 10, Vilnius, Pašilaičiai",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:10:31,2024-01-23 05:09:58,579294.3902000003,6066487.3945
1186,"Ateities g. 91, Vilnius, Fabijoniškės",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:11:54,2024-01-23 05:11:29,580270.8288000003,6066850.328500001
1187,"Viršuliškių g. 40, Vilnius, Viršuliškės",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:12:59,2024-01-23 05:12:29,579086.8602999998,6064209.236500001
1188,"Vingrių g. 25, Vilnius, Senamiestis",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:14:46,2024-01-23 05:14:12,582491.3147999998,6060863.127699999
1190,"Trakų g. 15, Vilnius, Senamiestis",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:16:09,2024-01-23 05:15:48,582656.0354000004,6061187.786699999
1191,"Islandijos g. 6, Vilnius, Senamiestis",2024-01-04 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:18:15,2024-01-23 05:17:41,582380.6634,6061634.387599999
1192,"S. Grunau g. 44, Vilnius, Pilaitė",2024-01-11 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:21:13,2024-01-23 05:20:41,574946.966,6064743.287699999
1193,"Konstitucijos pr. 7A, Vilnius, Šnipiškės",2024-01-11 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:22:26,2024-01-23 05:21:50,582285.7435999997,6062924.482799999
1194,"Taikos g. 51, Vilnius, Justiniškės",2024-01-11 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:23:58,2024-01-23 05:23:32,578961.7391999997,6065776.169399999
1196,"Gerosios Vilties g. 16, Vilnius, Vilkpėdė",2024-01-11 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:25:45,2024-01-23 05:25:09,580308.6825000001,6060111.750499999
1197,"Didžioji g. 40, Vilnius, Senamiestis",2024-01-11 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:27:18,2024-01-23 05:26:51,583080.8124000002,6060793.5074000005
1200,"Šv. Stepono g. 33, Vilnius, Senamiestis",2024-01-11 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:29:36,2024-01-23 05:29:07,582488.8240999999,6060078.9782
1201,"J. Miltinio g. 31, Vilnius, Verkiai",2024-01-11 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:32:51,2024-01-23 05:32:24,587509.1742000002,6074418.9572
1202,"Ateities Sodų 2-oji g. 64A, Vilnius, Naujoji Vilnia",2024-01-11 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:34:38,2024-01-23 05:34:01,591019.3269999996,6064347.0504
1203,"Geležinio Vilko g. 29A, Vilnius, Naujamiestis",2024-01-11 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:36:23,2024-01-23 05:35:57,581243.6249000002,6061581.814300001
1204,"Kapsų g. 40, Vilnius, Naujininkai",2024-01-11 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:37:45,2024-01-23 05:37:21,582738.7725,6059019.3122000005
1205,"Mindaugo g. 11, Vilnius, Naujamiestis",2024-01-11 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:39:08,2024-01-23 05:38:43,582131.4401000002,6060912.760500001
1206,"Žirmūnų g. 68a, Vilnius, Žirmūnai",2024-01-11 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:40:12,2024-01-23 05:39:47,583981.6650999999,6065403.238399999
1207,"Taikos g. 199, Vilnius, Justiniškės",2024-01-11 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:41:51,2024-01-23 05:41:16,578217.9204000002,6064691.3323
1208,"V. Pietario g. 3, Vilnius, Naujamiestis",2024-01-11 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-01-23 05:43:08,2024-01-23 05:42:41,580677.4359999998,6060703.607000001
1211,"Viršuliškių g. 22, Vilnius, Viršuliškės",2024-01-18 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:01:56,2024-02-13 04:01:02,578901.5137,6064480.7863
1212,"Darželio g. 5, Vilnius, Naujoji Vilnia",2024-01-18 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:04:15,2024-02-13 04:03:25,591371.2549,6062373.2468
1213,"Ukmergės g. 282, Vilnius, Pašilaičiai",2024-01-18 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:05:45,2024-02-13 04:05:09,579832.5278000003,6066445.7523
1214,"Mindaugo g. 44, VIlnius, Naujamiestis",2024-01-18 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:07:17,2024-02-13 04:06:51,582307.1447999999,6060132.7991
1216,"A. Rotundo g. 4A, Vilnius, Naujamiestis",2024-01-18 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:09:51,2024-02-13 04:09:16,581590.5844999999,6062073.368000001
1217,"Saracėnų g. 14, Vilnius, Šnipiškės",2024-01-18 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:12:09,2024-02-13 04:11:32,582602.1512000002,6063539.9465
1218,"Subačiaus g. 45A, Vilnius, Senamiestis",2024-01-18 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:13:45,2024-02-13 04:13:13,584092.7339000003,6060712.534399999
1219,"Justiniškių g. 144C, Vilnius, Pašilaičiai",2024-01-18 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:15:34,2024-02-13 04:15:00,578542.2419999996,6066845.639699999
1220,"Mėlynių g. 1A, Vilnius, Antakalnis",2024-01-18 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:17:17,2024-02-13 04:16:46,585091.4681000002,6067098.2568
1221,"Birželio 23-iosios g. 11, Vilnius, Naujamiestis",2024-01-18 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:19:49,2024-02-13 04:18:43,581369.1156000001,6060633.349400001
1222,"L. Giros g. 74, Vilnius, Fabijoniškės",2024-01-25 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:23:00,2024-02-13 04:22:25,580115.6124999998,6067236.596999999
1223,"Barčių g. 1, Vilnius, Naujininkai",2024-01-25 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:25:28,2024-02-13 04:24:43,581469.2103000004,6052753.053200001
1225,"Šv. Stepono g. 27, Vilnius, Senamiestis",2024-01-25 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:27:23,2024-02-13 04:26:50,582483.2061000001,6060167.718
1226,"Linksmoji g. 47, Vilnius, Naujoji Vilnia",2024-01-25 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:29:05,2024-02-13 04:28:26,592036.6053999998,6061803.8276
1227,"P. Vileišio g. 31, Vilnius, Antakalnis",2024-01-25 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:30:52,2024-02-13 04:30:16,584688.8114,6065065.199899999
1228,"Musninkų g. 18, Vilnius, Šeškinė",2024-01-25 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:32:09,2024-02-13 04:31:47,579872.6640999997,6065207.399599999
1229,"Vikingų g. 3, Vilnius, Naujininkai",2024-01-25 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:33:42,2024-02-13 04:33:14,582444.8611000003,6058091.5656
1231,"Visorių g. 6A, Vilnius, Fabijoniškės",2024-01-25 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:35:39,2024-02-13 04:35:07,581103.3634000001,6067446.359200001
1232,"Žirmūnų g. 23, Vilnius, Žirmūnai",2024-01-25 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:37:41,2024-02-13 04:37:01,584138.8957000002,6064727.397500001
1233,"Ukmergės g. 184, Vilnius, Šeškinė",2024-01-25 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:39:30,2024-02-13 04:38:59,580461.6228999998,6064523.386499999
1235,"Taikos g. 72, Vilnius, Justiniškės",2024-01-25 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 04:41:01,2024-02-13 04:40:32,578365.3421999998,6065662.362600001
1236,"Vydūno g. 16, Vilnius, Pilaitė",2024-01-25 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 05:37:36,2024-02-13 05:37:06,575913.2188999997,6064088.3191
1238,"L. Giros g. 7, Vilnius, Fabijoniškės",2024-01-25 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 05:49:02,2024-02-13 05:48:34,580622.1971000005,6067242.6723
1239,"Arimų g. 29, Vilnius, Naujoji Vilnia",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 05:52:46,2024-02-13 05:52:18,592384.2154999999,6063467.1467
1240,"Taikos g. 18, Vilnius, Justiniškės",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 05:54:20,2024-02-13 05:53:49,579055.9358999999,6065553.5989
1242,"Z. Sierakausko g. 34, Vilnius, Naujamiestis",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 05:56:09,2024-02-13 05:55:38,581367.1377999997,6061462.102600001
1243,"Jogėliškių g. 12, Vilnius, Paneriai",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 05:58:02,2024-02-13 05:57:32,568968.1683999998,6054917.9066
1245,"Ūmėdžių g. 78, Vilnius, Vilkpėdė",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:03:44,2024-02-13 06:03:12,578009.1035000002,6056859.640799999
1246,"Vitebsko g. 18, Vilnius, Senamiestis",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:05:50,2024-02-13 06:05:03,584039.4941999996,6060693.315300001
1247,"Genių g. 17A, Sakiškės, Bezdonių sen. ",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:10:28,2024-02-13 06:07:46,589982.5406,6077456.7206999995
1249,"Medeinos g. 41, Vilnius, Pašilaičiai",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:15:50,2024-02-13 06:15:17,578661.6767999995,6066422.7666
1250,"Taikos g. 68, Vilnius, Justiniškės",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:17:16,2024-02-13 06:16:50,578436.7196000004,6065601.206499999
1251,"Kapsų g. 42, Vilnius, Naujininkai",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:18:50,2024-02-13 06:18:27,582768.6257999996,6059076.6208
1252,"Gelvonų g. 68, Vilnius, Šeškinė",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:20:27,2024-02-13 06:20:02,580953.4513999997,6065434.1779
1253,"Antakalnio g. 59, Vilnius, Antakalnis",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:21:56,2024-02-13 06:21:31,584753.7238999996,6064628.7487
1254,"Antakalnio g. 104, Vilnius, Antakalnis",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:23:08,2024-02-13 06:22:48,584799.2791999998,6065191.926100001
1256,"Kareivių g. 13, Vilnius, Žirmūnai",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:24:34,2024-02-13 06:24:01,583794.5133999996,6065457.615599999
1257,"Žolyno g. 34, Vilnius, Antakalnis",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:25:59,2024-02-13 06:25:33,585672.1557,6064367.4769
1258,"Justiniškių g. 38, Vilnius, Justiniškės",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:28:22,2024-02-13 06:27:58,578445.9428000003,6064935.648800001
1259,"Kalvarijų g. 170, Vilnius, Šnipiškės",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:29:33,2024-02-13 06:29:05,582835.6676000003,6064555.7874
1260,"Medeinos g. 8, Vilnius, Pašilaičiai",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:30:57,2024-02-13 06:30:30,579053.3410999998,6066661.8584
1262,"Žvirgždyno g. 14, Vilnius, Senamiestis",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:32:23,2024-02-13 06:31:52,584347.5902000004,6061321.749600001
1263,"Didžioji g. 19A, Vilnius, Senamiestis",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:33:49,2024-02-13 06:33:20,583010.3024000004,6061066.375700001
1265,"Rinktinės g. 48A, Vilnius, Šnipiškės",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:35:37,2024-02-13 06:35:02,582860.1840000004,6063515.9507
1266,"L. Asanavičiūtės g. 44, Vilnius, Karoliniškės",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:37:33,2024-02-13 06:37:01,578250.0530000003,6062598.7336
1267,"Subačiau g. 120, Vilnius, Rasos",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:38:53,2024-02-13 06:38:27,585141.8923000004,6060669.0644000005
1270,"Dariaus ir Girėno g. 13, Vilnius, Naujininkai",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:40:30,2024-02-13 06:40:02,582113.2385999998,6058889.2278
1271,"Viršuliškių g. 29, Vilnius, Viršuliškės",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:42:02,2024-02-13 06:41:27,578668.767,6064505.867000001
1272,"Gabijos g. 37, Vilnius, Pašilaičiai",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:43:19,2024-02-13 06:42:44,578733.6867000004,6067095.392000001
1273,"P. Vileišio g. 16, Vilnius, Antakalnis",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:44:49,2024-02-13 06:44:20,584278.5089999996,6063559.4552
1274,"P. Vileišio g. 16, Vilnius, Antakalnis",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:45:30,2024-02-13 06:45:13,584278.3949999996,6063554.9845
1275,"Gabijos g. 37, Vilnius, Pašilaičiai",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:46:22,2024-02-13 06:45:58,578735.2936000004,6067093.2816
1276,"S. Stanevičiaus g. 50, Vilnius, Fabijoniškės",2024-02-01 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-13 06:50:15,2024-02-13 06:49:32,580646.1634,6066125.4726
1278,"S. Nėries g. 57, Vilnius, Fabijoniškės",2024-02-08 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-22 10:28:33,2024-02-22 10:27:48,579418.4382999996,6067608.3276
1279,"Ateities g. 3, Vilnius, Verkiai",2024-02-08 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-22 10:29:54,2024-02-22 10:29:21,581758.1693000002,6067748.7565
1280,"Žirmūnų g, 22, Vilnius, Žirmūnai",2024-02-08 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-22 10:31:21,2024-02-22 10:30:50,583821.4994999999,6063220.3511
1281,"Žemynos g. 49, Vilnius, Pašilaičiai",2024-02-08 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-22 10:32:46,2024-02-22 10:32:17,579303.9486999996,6066242.099300001
1282,"Vištyčio g. 1, Vilnius, Pilaitė",2024-02-08 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-22 10:34:32,2024-02-22 10:34:03,575785.9190999996,6064792.502800001
1284,"Pylimo g. 58, Vilnius, Senamiestis",2024-02-08 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-22 10:35:53,2024-02-22 10:35:25,582911.2457999997,6060467.0373
1285,"Fobijoniškių g. 94, Vilnius, Fabijoniškės",2024-02-08 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-22 10:37:19,2024-02-22 10:36:49,580166.4445000002,6066669.3597
1286,"Konstitucijos pr. 7A, Vilnius, Šnipiškės",2024-02-14 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-23 04:43:15,2024-02-23 04:41:52,582318.3073000005,6062906.305400001
1287,"Laisvės pr. 77B, Vilnius, Pašilaičiai",2024-02-14 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-23 04:45:08,2024-02-23 04:44:29,579626.1146999998,6065875.907299999
1288,"S. Batoro g. , Vilnius, Naujoji Vilnia",2024-02-14 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-23 04:46:56,2024-02-23 04:46:12,590354.1690999996,6062354.301899999
1290,"Pelesos g. 35, Vilnius, Naujininkai",2024-02-14 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-23 04:49:29,2024-02-23 04:48:50,582850.0681999996,6059780.208799999
1291,"P. Vileišio g. 16, Vilnius, Antakalnis",2024-02-14 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-23 04:51:21,2024-02-23 04:50:50,584278.619,6063548.822699999
1293,"I. Kanto al. 23, Vilnius, Pilaitė",2024-02-14 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-23 04:53:44,2024-02-23 04:53:14,575757.5015000002,6063762.9838
1294,"V. Grybo g. 3, Vilnius, Antakalnis",2024-02-14 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-23 04:58:50,2024-02-23 04:58:24,584722.1337000001,6063522.2097
1295,"Karvaičių g. 19, Vilnius, Pilaitė",2024-02-14 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-23 05:00:53,2024-02-23 05:00:18,576946.3003000002,6064626.579
1297,"Šiaurės Sodų 6-oji g. 62, Vilniud, Naujoji Vilnia",2024-02-14 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-23 05:02:58,2024-02-23 05:02:28,590271.1610000003,6064299.0287
1298,"Pupinės g. 10, Vilnius, Naujininkai",2024-02-14 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-23 05:04:43,2024-02-23 05:04:13,581221.9343999997,6053099.390699999
1299,"L. Asanavičiūtės g. 7, Vilnius, Karoliniškės",2024-02-14 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-23 05:06:34,2024-02-23 05:05:58,577448.6360999998,6061384.562899999
1301,"Vilniaus g. 10, Vilnius, Senamiestis",2024-02-14 22:00:00,MANTAS.KACINAUSKAS,MANTAS.KACINAUSKAS,2024-02-23 05:09:41,2024-02-23 05:09:03,582501.0871000001,6061848.367900001
